trace1.txt_1,trace1.txt_2,trace1.txt_3,trace2.txt_1,trace2.txt_2,trace2.txt_3
0.3,0.39666666666666667,0.0,0.03,0.14033333333333334,0.0
0.0,0.035784540423670866,0.0,0.0,0.0035784540423670786,0.0
9.0,10.0,369.26666666666665,99.0,108.2,3126.4333333333334
0.0,0.0,2.5181040121670817,0.0,2.9298445292399458,1.9723518839251246
